player_name,role,total_runs,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,percentage
Taufeeq Umar,Batter,262,504,0,0,0,415,415,0,205,210,1,Pakistan,"341,59%"
R Chopra,Batter,260,377,0,0,0,96,96,0,33,63,1,United Arab Emirates,"406,89%"
UDU Chandana,Batter,260,393,38,978,1194,457,457,0,214,243,2,Sri Lanka,"396,95%"
IDR Bradshaw,Batter,259,423,69,1777,2537,424,424,0,164,260,2,West Indies,"379,77%"
A Sharafu,Batter,257,385,0,0,0,94,94,0,32,62,0,United Arab Emirates,"400,31%"
GE Plimmer,Batter,256,410,0,0,0,428,428,0,222,206,0,New Zealand,"383,81%"
R Gunasekera,Batter,255,463,0,0,0,48,48,0,16,32,1,Canada,"354,66%"
P Khadka,Batter,252,317,4,194,279,64,64,0,32,32,1,Nepal,"442,88%"
C Madande,Batter,251,353,0,0,0,273,273,0,66,207,0,Zimbabwe,"414,19%"
BM Scholtz,Batter,251,380,70,1479,2619,55,55,0,26,29,2,Namibia,"397,78%"
Tushar Imran,Batter,250,477,2,59,90,346,346,0,134,212,0,Bangladesh,"343,88%"
KO Otieno,Batter,250,595,0,0,0,38,38,0,13,25,0,Kenya,"295,86%"
Amjad Ali,Batter,249,387,0,0,0,97,97,0,33,64,0,United Arab Emirates,"390,89%"
JD Campbell,Batter,248,218,0,13,6,303,303,0,116,187,1,West Indies,"532,19%"
R Stokell,Batter,247,421,0,0,0,157,157,0,56,101,0,Ireland,"369,21%"
SM Davies,Batter,244,239,0,0,0,496,496,0,284,212,1,England,"503,09%"
N Chaiwai,Batter,244,398,0,5,12,9,9,0,8,1,2,Thailand,"380,06%"
ML Udawatte,Batter,243,367,0,0,0,499,499,0,232,267,0,Sri Lanka,"397,71%"
R Rijke,Batter,238,339,6,110,167,85,85,0,25,60,1,Netherlands,"412,48%"
DC Thomas,Batter,238,379,2,11,9,427,427,0,165,262,0,West Indies,"385,74%"
Musa Ahmed,Batter,238,379,0,5,6,84,84,0,25,59,0,Netherlands,"385,11%"
HN Ya France,Batter,237,293,14,556,726,52,52,0,25,27,1,Namibia,"447,17%"
DE Budge,Batter,237,311,1,112,153,96,96,0,51,45,0,Scotland,"432,48%"
C Tear,Batter,237,354,0,0,0,85,85,0,46,39,0,Scotland,"401,02%"
D Dhingra,Batter,237,362,0,0,0,57,57,0,27,30,0,United States of America,"395,66%"
GJ Hopkins,Batter,236,317,0,0,0,444,444,0,231,213,0,New Zealand,"425,99%"
Abid Ali,Batter,234,257,0,0,0,335,335,0,166,169,1,Pakistan,"475,61%"
JP Bray,Batter,234,371,0,0,0,152,152,0,53,99,1,Ireland,"386,78%"
AM Tribe,Batter,233,310,0,20,13,4,4,0,1,3,0,Jersey,"429,10%"
NFI McCallum,Batter,233,366,0,0,0,89,89,0,48,41,0,Scotland,"388,98%"
K Birkenstock,Batter,233,438,5,230,236,52,52,0,25,27,0,Namibia,"347,24%"
JM Kerr,Batter,232,219,55,1194,1662,428,428,0,222,206,0,New Zealand,"514,41%"
T Ruma,Batter,232,368,2,30,45,56,56,0,10,46,0,Papua New Guinea,"386,02%"
HMD Rasangika,Batter,232,400,0,20,12,464,464,0,216,248,1,Sri Lanka,"365,93%"
A Mohammed,Batter,232,568,58,1533,2015,428,428,0,165,263,2,West Indies,"290,00%"
NY McLean,Batter,231,362,0,0,0,386,386,0,152,234,0,West Indies,"388,89%"
STR Binny,Batter,230,252,21,440,503,536,536,0,331,205,1,India,"477,18%"
TM Dowlin,Batter,228,362,0,0,0,401,401,0,155,246,0,West Indies,"386,44%"
CNIM Joyce,Batter,228,493,0,31,19,160,160,0,56,104,0,Ireland,"315,79%"
I Udana,Batter,227,236,22,928,908,511,511,0,237,274,1,Sri Lanka,"490,28%"
Jahurul Islam,Batter,226,325,0,0,0,341,341,0,133,208,0,Bangladesh,"410,16%"
AM Samad,Batter,226,382,2,93,69,43,43,0,13,30,0,Canada,"371,71%"
Asmavia Iqbal,Batter,225,430,27,1019,1165,456,456,0,221,235,0,Pakistan,"343,51%"
S Mostary,Batter,224,391,0,56,44,325,325,0,126,199,0,Bangladesh,"364,23%"
F Overdijk,Batter,224,471,11,262,318,85,85,0,25,60,0,Netherlands,"322,30%"
T Duffin,Batter,224,492,0,0,0,249,249,0,60,189,0,Zimbabwe,"312,85%"
BR McDermott,Batter,223,280,0,0,0,341,341,0,246,95,0,Australia,"443,34%"
IS Billcliff,Batter,223,389,0,0,0,49,49,0,16,33,0,Canada,"364,38%"
P Mustard,Batter,219,244,0,0,0,501,501,0,287,214,0,England,"473,00%"
DR Chumney,Batter,219,336,0,0,0,49,49,0,16,33,0,Canada,"393,88%"
T Stubbs,Batter,218,232,0,15,12,424,424,0,262,162,1,South Africa,"484,44%"
Saeed Anwar,Batter,218,318,1,15,24,426,426,0,209,217,0,Pakistan,"406,72%"
GJ Delany,Batter,217,228,6,374,351,130,130,0,43,87,0,Ireland,"487,64%"
Saad Bin Zafar,Batter,217,299,25,760,1063,51,51,0,18,33,0,Canada,"420,54%"
Iram Javed,Batter,216,380,1,41,34,442,442,0,215,227,0,Pakistan,"362,42%"
JM Fields,Batter,215,333,0,0,0,495,495,0,346,149,0,Australia,"392,34%"
T Marumani,Batter,214,338,0,0,0,242,242,0,58,184,0,Zimbabwe,"387,68%"
DJM Short,Batter,211,274,0,117,90,531,531,0,370,161,0,Australia,"435,05%"
TK Musakanda,Batter,210,240,0,0,0,204,204,0,53,151,0,Zimbabwe,"466,67%"
NRJ Croes,Batter,207,305,0,0,0,90,90,0,29,61,0,Netherlands,"404,30%"
Khurram Manzoor,Batter,206,323,0,0,0,469,469,0,227,242,0,Pakistan,"389,41%"
HS Modi,Batter,205,457,0,0,0,38,38,0,13,25,0,Kenya,"309,67%"
WP Masakadza,Batter,204,345,22,1030,1200,273,273,0,66,207,0,Zimbabwe,"370,91%"
Khushdil Shah,Batter,200,214,3,122,109,346,346,0,174,172,1,Pakistan,"483,09%"
DEM Carter,Batter,200,281,8,268,380,97,97,0,52,45,0,Scotland,"415,80%"
S Sriharsha,Batter,200,295,0,0,0,57,57,0,27,30,0,United States of America,"404,04%"
Z Crawley,Batter,199,208,0,0,0,328,328,0,193,135,0,England,"488,94%"
Saleem Elahi,Batter,199,307,0,0,0,426,426,0,209,217,0,Pakistan,"392,50%"
IA Karim,Batter,196,237,0,0,0,29,29,0,10,19,1,Kenya,"452,66%"
M Levitt,Batter,196,247,1,83,120,90,90,0,29,61,0,Netherlands,"442,44%"
MW Short,Batter,195,197,1,162,167,526,526,0,366,160,0,Australia,"491,18%"
Kuldeep Yadav,Batter,195,411,173,4400,5236,580,580,0,360,220,5,India,"321,25%"
V Sukumaran,Batter,194,314,3,83,122,92,92,0,31,61,1,United Arab Emirates,"381,89%"
Mohammad Nawaz (3),Batter,193,221,17,595,690,462,462,0,223,239,0,Pakistan,"466,18%"
PJ Ingram,Batter,193,239,0,0,0,373,373,0,191,182,0,New Zealand,"445,73%"
JH Davey,Batter,193,312,26,618,769,99,99,0,53,46,1,Scotland,"381,42%"
AJ Turner,Batter,192,165,2,60,86,413,413,0,294,119,1,Australia,"534,82%"
GB Brent,Batter,192,305,25,900,1140,264,264,0,64,200,2,Zimbabwe,"386,32%"
SA Wijeratne,Batter,191,275,0,0,0,51,51,0,18,33,0,Canada,"409,87%"
H Karunaratne,Batter,190,420,2,103,101,482,482,0,223,259,0,Sri Lanka,"310,97%"
PP Shaw,Batter,189,174,0,0,0,541,541,0,333,208,1,India,"520,66%"
A Saud,Batter,189,401,0,0,0,52,52,0,26,26,0,Nepal,"319,80%"
RD Rickelton,Batter,188,213,0,0,0,424,424,0,262,162,1,South Africa,"468,83%"
G Kirsten,Batter,186,228,0,0,0,260,260,0,159,101,0,South Africa,"449,28%"
BB Chari,Batter,186,412,0,0,0,257,257,0,60,197,0,Zimbabwe,"310,00%"
CJ Jordan,Batter,184,218,47,1708,1728,492,492,0,283,209,2,England,"457,71%"
S Rana,Batter,184,226,26,820,1030,556,556,0,344,212,0,India,"448,78%"
F Mutizwa,Batter,183,282,0,0,0,275,275,0,66,209,0,Zimbabwe,"391,86%"
Sohag Gazi,Batter,182,207,24,736,939,342,342,0,134,208,2,Bangladesh,"467,87%"
ND McKenzie,Batter,182,260,0,0,0,438,438,0,270,168,0,South Africa,"410,84%"
RM Haq,Batter,181,354,27,673,871,100,100,0,53,47,1,Scotland,"338,32%"
CMA Shillington,Batter,179,199,0,0,0,160,160,0,56,104,0,Ireland,"473,54%"
Q Joseph,Batter,179,255,16,380,480,428,428,0,165,263,0,West Indies,"412,44%"
DM Richards,Batter,179,260,0,0,0,401,401,0,155,246,0,West Indies,"407,74%"
I Ranaweera,Batter,179,468,62,1975,2569,497,497,0,231,266,0,Sri Lanka,"276,66%"
SR Thompson,Batter,178,198,10,333,357,159,159,0,56,103,0,Ireland,"473,40%"
JA McCollum,Batter,178,246,0,0,0,155,155,0,55,100,0,Ireland,"419,81%"
B Zuiderent,Batter,178,368,0,0,0,87,87,0,26,61,0,Netherlands,"325,41%"
JAD Lawrenson,Batter,177,215,0,0,0,4,4,0,1,3,1,Jersey,"451,53%"
NR Kumar,Batter,177,306,2,67,67,46,46,0,15,31,0,Canada,"366,46%"
H Patel,Batter,176,198,2,102,107,48,48,0,16,32,0,Canada,"470,59%"
IC Gaze,Batter,176,295,0,0,0,428,428,0,222,206,0,New Zealand,"373,67%"
S Forbes,Batter,175,342,0,17,15,150,150,0,53,97,0,Ireland,"338,49%"
IH Romaine,Batter,175,360,1,75,64,12,12,0,2,10,0,Bermuda,"327,10%"
Raza-ur-Rehman,Batter,174,215,1,114,113,36,36,0,9,27,0,Canada,"443,88%"
NW Bracken,Batter,174,265,168,3792,5095,545,545,0,381,164,3,Australia,"396,36%"
G Voll,Batter,173,164,0,0,0,359,359,0,260,99,0,Australia,"510,32%"
Mohammad Nawaz,Batter,173,219,21,843,982,461,461,0,222,239,2,Pakistan,"441,33%"
Mohammad Boota,Batter,173,240,0,11,12,83,83,0,29,54,0,United Arab Emirates,"418,89%"
GM Hamilton,Batter,173,305,0,0,0,88,88,0,47,41,0,Scotland,"361,92%"
SJ Bryce,Batter,171,257,0,0,0,97,97,0,52,45,0,Scotland,"399,53%"
Najiha Alvi,Batter,170,271,0,0,0,434,434,0,212,222,0,Pakistan,"385,49%"
Lata Mondal,Batter,170,349,2,129,159,301,301,0,109,192,0,Bangladesh,"327,55%"
TSS Mackintosh,Batter,169,203,0,0,0,82,82,0,44,38,0,Scotland,"453,08%"
AM Peterson,Batter,167,211,19,371,593,433,433,0,225,208,1,New Zealand,"441,80%"
JG Bethell,Batter,167,212,4,145,124,495,495,0,284,211,0,England,"438,32%"
AR Adams,Batter,165,154,28,730,834,394,394,0,202,192,2,New Zealand,"517,24%"
Nurul Hasan,Batter,165,181,0,0,0,207,207,0,76,131,0,Bangladesh,"476,88%"
MJ Lumb,Batter,165,206,0,0,0,470,470,0,270,200,0,England,"444,74%"
ST Doheny,Batter,165,275,0,0,0,117,117,0,38,79,0,Ireland,"375,00%"
KS Lokuarachchi,Batter,164,217,18,503,666,496,496,0,231,265,0,Sri Lanka,"430,45%"
D Bishoo,Batter,164,265,38,1675,2056,425,425,0,164,261,0,West Indies,"381,40%"
L Klusener,Batter,163,156,12,403,476,423,423,0,262,161,1,South Africa,"510,97%"
Shan Masood,Batter,163,242,0,0,0,461,461,0,222,239,0,Pakistan,"402,47%"
KP Meiyappan,Batter,163,342,38,1123,1228,99,99,0,34,65,0,United Arab Emirates,"322,77%"
Y Venugopal Rao,Batter,161,257,0,0,0,498,498,0,308,190,0,India,"385,17%"
FRJ Coleman,Batter,160,220,0,0,0,100,100,0,53,47,0,Scotland,"421,05%"
SJ McGlashan,Batter,160,234,0,0,0,402,402,0,209,193,0,New Zealand,"406,09%"
P Siaka,Batter,160,235,5,83,136,56,56,0,10,46,0,Papua New Guinea,"405,06%"
Akshay Homraj,Batter,159,230,0,0,0,61,61,0,29,32,0,United States of America,"408,74%"
J Kila,Batter,159,249,6,203,239,58,58,0,11,47,0,Papua New Guinea,"389,71%"
Shariz Ahmad,Batter,159,291,19,596,595,90,90,0,29,61,0,Netherlands,"352,55%"
AGS Gous,Batter,157,142,0,0,0,60,60,0,29,31,1,United States of America,"518,15%"
Imran Tahir,Batter,157,233,180,4325,5556,469,469,0,289,180,4,South Africa,"402,56%"
CJO Smith,Batter,157,240,0,0,0,88,88,0,47,41,0,Scotland,"395,47%"
T Kaitano,Batter,157,264,0,0,0,273,273,0,66,207,0,Zimbabwe,"372,04%"
Nasum Ahmed,Batter,156,178,14,613,778,327,327,0,127,200,1,Bangladesh,"467,07%"
CMW Read,Batter,156,221,0,0,0,497,497,0,285,212,0,England,"413,79%"
SRH Curtis,Batter,156,234,0,0,0,351,351,0,182,169,0,New Zealand,"400,00%"
A Kolan,Batter,155,297,0,0,0,57,57,0,27,30,0,United States of America,"342,92%"
C Zhuwao,Batter,154,137,0,21,19,264,264,0,64,200,0,Zimbabwe,"529,21%"
MB Kruger,Batter,154,217,0,0,0,49,49,0,24,25,0,Namibia,"413,98%"
A Rawat,Batter,153,188,0,0,0,396,396,0,239,157,1,India,"448,68%"
SP Patil,Batter,153,295,0,0,0,97,97,0,33,64,0,United Arab Emirates,"341,52%"
K Fraser,Batter,152,199,9,145,245,79,79,0,43,36,0,Scotland,"433,05%"
MDK Perera,Batter,152,207,13,413,466,498,498,0,231,267,0,Sri Lanka,"423,40%"
AJ Redmond,Batter,152,266,0,0,0,279,279,0,142,137,0,New Zealand,"363,64%"
D Ganga,Batter,152,302,0,0,0,323,323,0,125,198,0,West Indies,"334,80%"
AA Mulla,Batter,150,160,0,0,0,38,38,0,10,28,0,Canada,"483,87%"
PJ Ongondo,Batter,150,250,34,995,1313,38,38,0,13,25,0,Kenya,"374,06%"
JF Kloppenburg,Batter,149,240,7,138,192,87,87,0,26,61,1,Netherlands,"383,03%"
BN Cooper,Batter,148,175,0,0,0,88,88,0,27,61,0,Netherlands,"458,20%"
BOP Fernando,Batter,148,238,0,16,12,448,448,0,209,239,0,Sri Lanka,"382,43%"
LM Kasperek,Batter,148,276,57,1091,1622,433,433,0,225,208,1,New Zealand,"349,06%"
Khalid Latif,Batter,147,233,0,0,0,417,417,0,206,211,0,Pakistan,"386,84%"
Shorna Akter,Batter,147,245,7,171,216,333,333,0,130,203,0,Bangladesh,"375,00%"
Nazimuddin,Batter,147,246,0,0,0,289,289,0,104,185,0,Bangladesh,"374,05%"
BYA Mendis,Batter,147,252,0,0,0,464,464,0,216,248,0,Sri Lanka,"368,42%"
JA Burns,Batter,146,189,0,0,0,535,535,0,374,161,0,Australia,"435,82%"
ID Blackwell,Batter,146,213,15,567,846,503,503,0,288,215,0,England,"406,69%"
K Zondo,Batter,146,235,0,0,0,469,469,0,289,180,0,South Africa,"382,20%"
NC Dodd,Batter,145,299,0,0,0,351,351,0,182,169,1,New Zealand,"326,58%"
D Devnarain,Batter,145,302,1,91,97,403,403,0,249,154,0,South Africa,"324,38%"
IJR Zwilling,Batter,145,351,29,415,722,85,85,0,25,60,0,Netherlands,"292,34%"
CO Browne,Batter,144,171,0,0,0,424,424,0,164,260,0,West Indies,"457,14%"
S Jafta,Batter,144,278,0,0,0,449,449,0,275,174,0,South Africa,"341,23%"
Zahoor Khan,Batter,143,259,95,2407,2888,99,99,0,34,65,0,United Arab Emirates,"355,72%"
MB Loye,Batter,142,190,0,0,0,399,399,0,235,164,0,England,"427,71%"
HJW Gardiner,Batter,142,220,0,0,0,100,100,0,53,47,0,Scotland,"392,27%"
RD Jacobs,Batter,142,225,0,0,0,368,368,0,144,224,0,West Indies,"386,92%"
VV Morea,Batter,142,228,0,0,0,49,49,0,9,40,0,Papua New Guinea,"383,78%"
KJJ van Noortwijk,Batter,141,143,0,0,0,87,87,0,26,61,0,Netherlands,"496,48%"
KNA Bandara,Batter,141,217,0,9,6,465,465,0,216,249,0,Sri Lanka,"393,85%"
SF Daley,Batter,141,240,9,411,507,428,428,0,165,263,0,West Indies,"370,08%"
TS Hasabnis,Batter,140,184,0,0,0,490,490,0,303,187,0,India,"432,10%"
M Bhanuka,Batter,140,199,0,0,0,478,478,0,221,257,0,Sri Lanka,"412,98%"
CT Dhururu,Batter,140,325,0,0,0,270,270,0,65,205,0,Zimbabwe,"300,43%"
ARI Umeed,Batter,138,139,0,0,0,49,49,0,27,22,1,Scotland,"498,19%"
D Myers,Batter,138,194,0,0,0,242,242,0,58,184,0,Zimbabwe,"415,66%"
KA Hope,Batter,138,201,0,0,0,402,402,0,155,247,0,West Indies,"407,08%"
T Bhatia,Batter,138,205,0,0,0,503,503,0,312,191,0,India,"402,33%"
N Vare,Batter,138,323,0,0,0,56,56,0,10,46,0,Papua New Guinea,"298,70%"
D Gough,Batter,137,198,58,1504,2004,518,518,0,295,223,1,England,"408,96%"
Marina Iqbal,Batter,137,312,1,62,49,416,416,0,205,211,0,Pakistan,"305,12%"
NJ Carey,Batter,136,145,20,511,754,491,491,0,343,148,0,Australia,"482,27%"
CR Pagydyala,Batter,136,170,0,0,0,3,3,0,1,2,1,United States of America,"444,44%"
HK Badani,Batter,135,175,2,53,63,534,534,0,330,204,0,India,"435,48%"
S Verma,Batter,135,217,0,0,0,435,435,0,267,168,0,India,"383,52%"
P Molkenboer,Batter,135,279,1,10,19,80,80,0,24,56,0,Netherlands,"324,52%"
RP Singh,Batter,135,304,80,2487,2817,542,542,0,333,209,2,India,"307,52%"
T Banton,Batter,134,145,0,0,0,426,426,0,244,182,0,England,"480,29%"
AM Hardie,Batter,134,159,7,269,301,510,510,0,356,154,0,Australia,"457,34%"
PA Browne,Batter,134,183,0,0,0,408,408,0,157,251,0,West Indies,"422,71%"
Faisal Iqbal,Batter,134,260,0,0,0,422,422,0,207,215,0,Pakistan,"340,10%"
JL Smith,Batter,133,147,0,0,0,487,487,0,280,207,0,England,"475,00%"
CR Seneviratna,Batter,133,277,12,234,392,464,464,0,216,248,0,Sri Lanka,"324,39%"
TJ Friend,Batter,132,175,1,69,57,226,226,0,56,170,0,Zimbabwe,"429,97%"
D Keulder,Batter,132,221,0,0,0,53,53,0,25,28,0,Namibia,"373,94%"
TS Kamunhukamwe,Batter,131,169,0,0,0,273,273,0,66,207,0,Zimbabwe,"436,67%"
KH Pandya,Batter,130,131,2,224,234,572,572,0,355,217,0,India,"498,08%"
D Bau,Batter,130,222,0,0,0,54,54,0,10,44,0,Papua New Guinea,"369,32%"
DF Watts,Batter,130,240,0,0,0,89,89,0,48,41,0,Scotland,"351,35%"
HDPK Dharmasena,Batter,129,155,6,277,425,360,360,0,167,193,0,Sri Lanka,"454,23%"
D Ravu,Batter,128,193,10,503,608,59,59,0,12,47,0,Papua New Guinea,"398,75%"
Nafees Iqbal,Batter,128,270,0,0,0,293,293,0,106,187,0,Bangladesh,"321,61%"
B Sai Sudharsan,Batter,127,144,0,8,4,580,580,0,360,220,0,India,"468,63%"
N Hussain,Batter,127,198,0,0,0,457,457,0,262,195,0,England,"390,77%"
ZE Surkari,Batter,127,299,0,0,0,48,48,0,16,32,0,Canada,"298,12%"
Azhar Mahmood,Batter,126,164,6,324,407,453,453,0,220,233,0,Pakistan,"434,48%"
Mudassar Bukhari,Batter,126,182,16,515,606,73,73,0,22,51,0,Netherlands,"409,09%"
CE Coulter Reilly,Batter,126,208,0,0,0,146,146,0,52,94,0,Ireland,"377,25%"
SACA King,Batter,126,233,2,204,286,386,386,0,152,234,0,West Indies,"350,97%"
SM Kavanagh,Batter,126,239,1,92,74,136,136,0,46,90,0,Ireland,"344,26%"
AR Odedara,Batter,126,287,0,0,0,37,37,0,21,16,1,Oman,"305,08%"
KDU Prabodhani,Batter,126,353,27,1130,1485,497,497,0,231,266,0,Sri Lanka,"263,05%"
H Carlyon,Batter,125,149,2,141,183,4,4,0,1,3,0,Jersey,"456,20%"
P Marange,Batter,125,153,10,307,457,270,270,0,65,205,0,Zimbabwe,"449,64%"
ML Nkala,Batter,125,178,5,315,311,265,265,0,64,201,0,Zimbabwe,"412,54%"
FL Mackay,Batter,125,196,19,475,614,384,384,0,195,189,0,New Zealand,"389,41%"
RS Kaluwitharana,Batter,124,180,0,0,0,348,348,0,162,186,0,Sri Lanka,"407,89%"
Dhiman Ghosh,Batter,124,205,0,0,0,291,291,0,105,186,0,Bangladesh,"376,90%"
PA Jaques,Batter,123,170,0,0,0,522,522,0,363,159,0,Australia,"419,80%"
Usman Limbada,Batter,123,193,0,0,0,34,34,0,9,25,0,Canada,"389,24%"
B Tau,Batter,123,235,0,0,0,56,56,0,10,46,0,Papua New Guinea,"343,58%"
PA Chatterji,Batter,123,239,8,284,351,97,97,0,52,45,0,Scotland,"339,78%"
CT Mutombodzi,Batter,122,149,5,271,282,263,263,0,64,199,0,Zimbabwe,"450,18%"
JP Maher,Batter,122,187,0,0,0,540,540,0,378,162,0,Australia,"394,82%"
Mahedi Hasan,Batter,122,195,15,441,534,327,327,0,127,200,0,Bangladesh,"384,86%"
Ayasha Rahman,Batter,122,209,0,0,0,157,157,0,56,101,0,Bangladesh,"368,58%"
T Maruma,Batter,122,225,6,204,217,266,266,0,64,202,0,Zimbabwe,"351,59%"
B Evans,Batter,121,154,17,525,542,257,257,0,60,197,0,Zimbabwe,"440,00%"
AL Hodgkinson,Batter,121,169,0,0,0,322,322,0,192,130,0,South Africa,"417,24%"
U Bhatti,Batter,120,131,12,350,516,46,46,0,15,31,0,Canada,"478,09%"
K Weeraratne,Batter,120,139,0,102,96,463,463,0,216,247,0,Sri Lanka,"463,32%"
N Koncharoenkai,Batter,120,153,0,0,0,8,8,0,7,1,0,Thailand,"439,56%"
JW Jenner,Batter,119,176,0,0,0,4,4,0,1,3,0,Jersey,"403,39%"
J Edness,Batter,119,218,0,0,0,11,11,0,2,9,0,Bermuda,"353,12%"
R Malhotra,Batter,118,185,1,82,85,561,561,0,347,214,0,India,"389,44%"
S Jimmy,Batter,118,198,17,230,394,56,56,0,10,46,0,Papua New Guinea,"373,42%"
J Anderson,Batter,118,205,0,20,30,124,124,0,40,84,0,Ireland,"365,33%"
BJ Patel,Batter,118,253,0,21,18,38,38,0,13,25,0,Kenya,"318,06%"
Khalid Kail,Batter,117,158,0,0,0,41,41,0,23,18,0,Oman,"425,45%"
MC Henriques,Batter,117,192,10,354,408,518,518,0,362,156,0,Australia,"378,64%"
SL Quintyne,Batter,117,204,9,176,260,365,365,0,143,222,0,West Indies,"363,35%"
CMG Atkins,Batter,117,211,0,0,0,412,412,0,239,173,1,England,"356,71%"
RD Gaikwad,Batter,115,159,0,0,0,580,580,0,360,220,0,India,"419,71%"
EN Lynch,Batter,115,229,15,355,510,85,85,0,25,60,0,Netherlands,"334,30%"
Kainat Imtiaz,Batter,115,264,7,465,451,441,441,0,214,227,0,Pakistan,"303,43%"
S Meghana,Batter,114,111,0,0,0,530,530,0,329,201,0,India,"506,67%"
MA Carberry,Batter,114,181,0,12,6,482,482,0,276,206,0,England,"385,14%"
B Muzarabani,Batter,114,211,54,1794,2131,273,273,0,66,207,1,Zimbabwe,"350,77%"
Jaker Ali,Batter,113,107,0,0,0,190,190,0,70,120,0,Bangladesh,"513,64%"
L Jack,Batter,113,109,0,0,0,97,97,0,52,45,0,Scotland,"506,73%"
TBM de Leede,Batter,113,210,18,413,484,87,87,0,26,61,1,Netherlands,"349,85%"
LP van Troost,Batter,112,164,1,82,43,87,87,0,26,61,0,Netherlands,"405,80%"
DP Hyatt,Batter,112,189,0,0,0,328,328,0,125,203,0,West Indies,"372,09%"
KD Shah,Batter,112,192,7,79,110,15,15,0,5,10,0,Hong Kong,"367,21%"
JDF Vandersay,Batter,112,241,40,1091,1206,490,490,0,227,263,1,Sri Lanka,"317,28%"
C Carter,Batter,111,176,0,0,0,16,16,0,5,11,0,Hong Kong,"386,76%"
AN Kervezee,Batter,110,204,0,0,0,73,73,0,22,51,0,Netherlands,"350,32%"
SV Carlisle,Batter,110,249,0,0,0,136,136,0,33,103,0,Zimbabwe,"306,41%"
D Hazell,Batter,109,140,34,904,1375,489,489,0,282,207,0,England,"436,00%"
TS Chisoro,Batter,109,155,12,383,488,264,264,0,64,200,1,Zimbabwe,"412,88%"
R Murray,Batter,108,180,0,0,0,253,253,0,60,193,0,Zimbabwe,"375,00%"
A Maregwede,Batter,108,182,0,0,0,265,265,0,64,201,0,Zimbabwe,"369,86%"
A Khaka,Batter,108,233,129,3067,4389,471,471,0,290,181,2,South Africa,"316,72%"
KNM Fernando,Batter,107,99,0,0,0,310,310,0,146,164,0,Sri Lanka,"516,91%"
MM English,Batter,107,124,0,0,0,74,74,0,41,33,1,Scotland,"463,20%"
BA Parchment,Batter,107,198,0,0,0,408,408,0,157,251,0,West Indies,"350,82%"
SR Hain,Batter,106,100,0,0,0,283,283,0,168,115,0,England,"514,56%"
A Minny,Batter,106,130,0,0,0,389,389,0,238,151,0,South Africa,"449,15%"
SL Kalis,Batter,106,240,0,0,0,81,81,0,24,57,0,Netherlands,"306,36%"
HDJ Siegers,Batter,105,124,0,0,0,81,81,0,24,57,0,Netherlands,"458,52%"
RML Taylor,Batter,105,128,11,386,437,100,100,0,53,47,0,Scotland,"450,64%"
RK Kleinveldt,Batter,105,129,12,415,481,463,463,0,284,179,0,South Africa,"446,81%"
AA Jangoo,Batter,104,85,0,0,0,241,241,0,90,151,1,West Indies,"550,26%"
L Balaji,Batter,104,132,28,928,1005,537,537,0,331,206,0,India,"440,68%"
DA Minors,Batter,104,176,0,0,0,12,12,0,2,10,0,Bermuda,"371,43%"
D Elgar,Batter,104,181,2,74,98,469,469,0,289,180,0,South Africa,"364,91%"
KV Jain,Batter,104,219,0,0,0,514,514,0,318,196,0,India,"321,98%"
PS Athavale,Batter,103,176,0,0,0,49,49,0,27,22,0,Oman,"369,18%"
C de Lange,Batter,103,226,12,416,611,85,85,0,25,60,0,Netherlands,"311,18%"
M Klaas,Batter,103,265,77,2277,2771,464,464,0,285,179,2,South Africa,"279,13%"
M Kartik,Batter,102,137,30,1048,1227,534,534,0,330,204,1,India,"426,78%"
AM Bacher,Batter,102,181,3,66,108,393,393,0,241,152,0,South Africa,"360,42%"
Yasir Ali Chowdhury,Batter,101,106,0,0,0,312,312,0,116,196,0,Bangladesh,"487,92%"
WK McCallan,Batter,101,176,14,425,612,152,152,0,53,99,0,Ireland,"364,62%"
Shahzaib Hasan,Batter,100,118,0,0,0,319,319,0,162,157,0,Pakistan,"458,72%"
SM Benade,Batter,100,128,4,43,111,389,389,0,238,151,0,South Africa,"438,60%"
R Kanoh,Batter,100,149,0,0,0,9,9,0,8,1,0,Thailand,"401,61%"
CJ Bowes,Batter,99,121,0,0,0,333,333,0,174,159,0,New Zealand,"450,00%"
Hamza Tariq,Batter,99,144,0,0,0,34,34,0,9,25,0,Canada,"407,41%"
BMSM Kumari,Batter,99,243,18,872,1024,497,497,0,231,266,0,Sri Lanka,"289,47%"
I Maraj,Batter,98,273,0,23,27,49,49,0,16,33,0,Canada,"264,15%"
JL Ontong,Batter,97,136,1,24,18,459,459,0,283,176,0,South Africa,"416,31%"
AL Kandappah,Batter,97,159,0,4,1,32,32,0,9,23,0,Canada,"378,91%"
RA Jones,Batter,96,187,0,0,0,315,315,0,164,151,0,New Zealand,"338,03%"
Tanzim Hasan Sakib,Batter,95,122,14,417,445,292,292,0,106,186,1,Bangladesh,"437,79%"
GEF Barnett,Batter,95,185,0,0,0,46,46,0,15,31,0,Canada,"339,29%"
RJ Trott,Batter,95,194,9,158,193,11,11,0,2,9,0,Bermuda,"328,72%"
